Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä	
2018	26. Sisäministeriön hallinnonala	26.30. Pelastustoimi ja hätäkeskustoiminta	26.30.20. Erityismenot	2406000	0	2406000	2406000	2711072	74	2711072	74	-305072	74	
2018	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.01. Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot	49395000	355000	49750000	49750000	18011446	82	18011446	82	31738553	18	
2018	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.21. Pakolaisten ja turvapaikanhakijoiden vastaanotto	137594000	0	137594000	137594000	126722677	59	126722677	59	10871322	41	
2018	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.22. Vapaaehtoinen paluu	6800000	0	6800000	6800000	0	0	6800000	
2018	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.63. Vastaanottotoiminnan asiakkaille maksettavat tuet	46584000	0	46584000	46584000	33045567	88	33045567	88	13538432	12	
2018	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.01. Puolustusministeriön toimintamenot	14085000	198000	14283000	14283000	10196586	13	10196586	13	4086413	87	
2018	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.21. Puolustusministeriön hallinnonalan tuottavuusmääräraha	2875000	0	2875000	2875000	810650	75	810650	75	2064349	25	
2018	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.29. Puolustusministeriön hallinnonalan arvonlisäveromenot	372017000	0	372017000	372017000	256333216	95	256333216	95	115683783	5	
2018	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.01. Puolustusvoimien toimintamenot	1941231000	-3527000	1937704000	1937704000	1500785792	89	1500785792	89	436918207	11	
2018	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.18. Puolustusmateriaalihankinnat	478100000	19999000	498099000	498099000	225416914	24	225416914	24	272682085	76	
2018	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.19. Hawk Mk 51 -koneiden modifiointi	4600000	0	4600000	4600000	1733536	81	1733536	81	2866463	19	
2018	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.50. Maanpuolustusjärjestöjen toiminnan tukeminen	2029000	0	2029000	2029000	2029000	2029000	0	
2018	27. Puolustusministeriön hallinnonala	27.30. Sotilaallinen kriisinhallinta	27.30.20. Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot	57024000	1357000	58381000	58381000	24062721	72	24062721	72	34318278	28	
2018	27. Puolustusministeriön hallinnonala	27.30. Sotilaallinen kriisinhallinta	27.30.95. Kurssivaihtelut	10000	0	10000	10000	29052	85	29052	85	-19052	85	
2018	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.01. Valtiovarainministeriön toimintamenot	30415000	1778000	32193000	32193000	15759358	23	15759358	23	16433641	77	
2018	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.20. Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus	245000	0	245000	245000	0	0	245000	
2018	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.29. Valtiovarainministeriön hallinnonalan arvonlisäveromenot	124088000	0	124088000	124088000	105831135	94	105831135	94	18256864	6	
2018	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.69. Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle	13000000	16080000	29080000	29080000	0	0	29080000	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.01. Verohallinnon toimintamenot	368601000	2892000	371493000	371493000	224580635	13	224580635	13	146912364	87	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.02. Tullin toimintamenot	164518000	1088000	165606000	165606000	133939260	3	133939260	3	31666739	7	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.03. Kansallisen tulorekisterin toimintamenot	1727000	0	1727000	1727000	784434	17	784434	17	942565	83	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.63. Takaisin maksetut verot	15900000	0	15900000	15900000	20093295	45	20093295	45	-4193295	45	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.95. Verotukseen liittyvät korkomenot	22700000	0	22700000	22700000	13440253	98	13440253	98	9259746	2	
2018	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.97. Autoveron vientipalautus	6000000	0	6000000	6000000	3864641	46	3864641	46	2135358	54	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.01. Valtiokonttorin toimintamenot	23721000	528000	24249000	24249000	19202567	87	19202567	87	5046432	13	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.02. Keskitettyjen valuuttatilien kurssierot	50000	0	50000	50000	0	0	50000	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.06. Sähköisen asioinnin ja hallinnon yhteiset palvelut	110000	0	110000	110000	110000	110000	0	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.07. Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot	2000000	533000	2533000	2533000	-1264016	39	-1264016	39	3797016	39	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.09. Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot	3000000	436000	3436000	3436000	34218581	81	34218581	81	-30782581	81	
2018	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.10. Valtion tieto- ja viestintätekniikkakeskuksen investointimenot	10000000	0	10000000	10000000	8897408	61	8897408	61	1102591	39	
2018	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.01. Tilastokeskuksen toimintamenot	47299000	873000	48172000	48172000	37020207	63	37020207	63	11151792	37	
2018	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.02. Valtion taloudellisen tutkimuskeskuksen toimintamenot	3412000	31000	3443000	3443000	1093618	9	1093618	9	2349381	1	
2018	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.03. Väestörekisterikeskuksen toimintamenot	33469000	252000	33721000	33721000	15594737	06	15594737	06	18126262	94	
2018	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.01. Aluehallintoviraston toimintamenot	50402000	444000	50846000	50846000	32820528	46	32820528	46	18025471	54	
2018	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.02. Maistraattien toimintamenot	27899000	338000	28237000	28237000	20470346	82	20470346	82	7766653	18	
2018	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.03. Alue- ja paikallishallinnon tukitoimet	2482000	0	2482000	2482000	236464	55	236464	55	2245535	45	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.15. Eläkkeet	4673697000	0	4673697000	4673697000	3876759581	95	3876759581	95	796937418	5	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.16. Ylimääräiset eläkkeet	2050000	0	2050000	2050000	1137141	92	1137141	92	912858	8	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.17. Muut eläkemenot	2643000	0	2643000	2643000	498871	47	498871	47	2144128	53	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.50. Vahingonkorvaukset	40500000	0	40500000	40500000	33792690	9	33792690	9	6707309	1	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.63. Muiden eläkelaitosten vastattavaksi kuuluvat eläkemenot	217200000	0	217200000	217200000	179126006	18	179126006	18	38073993	82	
2018	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.95. Muiden eläkelaitosten valtion puolesta maksamien eläkemenojen ja valtiolle maksamien ennakoiden korkomenot	17497000	0	17497000	17497000	0	0	17497000	
2018	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.02. Erikseen budjetoidut palkkamenot	15000	0	15000	15000	11561	66	11561	66	3438	34	
2018	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.10. Työturvallisuuden edistäminen	850000	0	850000	850000	0	0	850000	
2018	28. Valtiovarainministeriön hallinnonala	28.60. Valtionhallinnon yhteiset henkilöstömenot	28.60.12. Osaamisen kehittäminen	15000000	0	15000000	15000000	1483100	27	1483100	27	13516899	73	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.01. Valtion ICT:n ohjaus ja kehittäminen	4125000	1176000	5301000	5301000	317079	99	317079	99	4983920	1	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.02. Valtion talous- henkilöstö- ja toimitilahallinnon tietojärjestelmät	5000000	0	5000000	5000000	85247	38	85247	38	4914752	62	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.05. Maakunta- ja sosiaali- ja terveydenhuollon uudistuksen valmistelun ja toimeenpanon tuki ja ohjaus	180070000	18900000	198970000	198970000	143503099	12	143503099	12	55466900	88	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.20. Tuottavuuden edistäminen	23268000	-8377000	14891000	14891000	0	0	14891000	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.21. Kansallisen tulorekisterin toteutus	15663000	0	15663000	15663000	1027047	52	1027047	52	14635952	48	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.22. Hallinnon palveluiden digitalisoinnin tuki	4176000	-1926000	2250000	2250000	0	0	2250000	
2018	28. Valtiovarainministeriön hallinnonala	28.70. Valtionhallinnon kehittäminen	28.70.40. Turvallisuusviranomaisten viestintäverkot	8100000	0	8100000	8100000	6075000	6075000	2025000	
2018	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.30. Ahvenanmaan tasoitusmaksu	237302000	7764000	245066000	245066000	225410515	225410515	19655485	
2018	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.31. Verohyvitys Ahvenanmaan maakunnalle	15000000	200000	15200000	15200000	15196476	15196476	3524	
2018	28. Valtiovarainministeriön hallinnonala	28.80. Siirrot Ahvenanmaan maakunnalle	28.80.33. Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle	13000000	-586000	12414000	12414000	12413124	09	12413124	09	875	91	
2018	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.20. Julkisen sektorin yhteisen tietohallinnon ja tiedon hallinnan kehittäminen	2475000	3600000	6075000	6075000	59696	19	59696	19	6015303	81	
2018	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.22. Hallinto- ja palvelurakenteiden kehittäminen ja tukeminen	200000	0	200000	200000	0	0	200000	
2018	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.30. Valtionosuus kunnille peruspalvelujen järjestämiseen	8576670000	0	8576670000	8576670000	7862692512	7862692512	713977488	
2018	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.31. Kuntien yhdistymisen taloudellinen tuki	7990000	0	7990000	7990000	7500253	7500253	489747	
2018	28. Valtiovarainministeriön hallinnonala	28.91. Työllisyyden ja elinkeinoelämän tukeminen	28.91.41. Energiaverotuki	261000000	23000000	284000000	284000000	264608310	67	264608310	67	19391689	33	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.03. Rahoitusvakausviraston toimintamenot	2947000	0	2947000	2947000	678230	85	678230	85	2268769	15	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.20. Euroopan unionin osallistuminen matkamenojen korvauksiin	1500000	0	1500000	1500000	305164	65	305164	65	1194835	35	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.40. Isäntämaakorvaus Pohjoismaiden Investointipankille	11550000	0	11550000	11550000	11544550	93	11544550	93	5449	7	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.60. Siirto rahoitusvakausrahastoon	18493000	0	18493000	18493000	4040581	37	4040581	37	14452418	63	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.67. Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen	170000	0	170000	170000	0	0	170000	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.69. Maksut Euroopan unionille	1881000000	0	1881000000	1881000000	1252553285	47	1252553285	47	628446714	53	
2018	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.87. Suomen osuus Aasian infrastruktuuri-investointipankin peruspääomasta	11610000	0	11610000	11610000	10330217	08	10330217	08	1279782	92	
2018	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.95. Satunnaiset säädösperusteiset menot	300000	0	300000	300000	175524	11	175524	11	124475	89	
2018	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.96. Ennakoimattomat menot	5000000	0	5000000	5000000	0	0	5000000	
2018	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.97. Valtion saatavien turvaaminen	150000	0	150000	150000	192122	13	192122	13	-42122	13	
2018	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.98. Kassasijoitusten riskienhallinta	12400000	0	12400000	12400000	10857623	8	10857623	8	1542376	2	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.01. Opetus- ja kulttuuriministeriön toimintamenot	17672000	142000	17814000	17814000	15029501	64	15029501	64	2784498	36	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.02. Opetushallituksen toimintamenot	58458000	10266000	68724000	68724000	45578073	51	45578073	51	23145926	49	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.03. Kansainvälisen liikkuvuuden ja yhteistyön keskuksen CIMOn toimintamenot	7453000	36000	7489000	7489000	691885	67	691885	67	6797114	33	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.21. Kansainvälinen yhteistyö	3058000	300000	3358000	3358000	2484718	02	2484718	02	873281	98	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.29. Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot	28601000	0	28601000	28601000	27762663	11	27762663	11	838336	89	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.50. Eräät avustukset	1537000	0	1537000	1537000	1406000	1406000	131000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.51. Avustukset kirkolliseen ja uskonnolliseen toimintaan	3313000	0	3313000	3313000	3309900	3309900	3100	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.52. Valtion rahoitus evankelis-luterilaisen kirkon yhteiskunnallisiin tehtäviin	114000000	0	114000000	114000000	114000000	114000000	0	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.53. Eräät turvapaikanhakijoista ja maahanmuuttajista aiheutuvat avustukset	8090000	-300000	7790000	7790000	3748478	64	3748478	64	4041521	36	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.66. Rahoitusosuudet kansainvälisille järjestöille	2226000	0	2226000	2226000	1989314	87	1989314	87	236685	13	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.01. Valtion yleissivistävän koulutuksen toimintamenot	41254000	307000	41561000	41561000	19463687	18	19463687	18	22097312	82	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.20. Yleissivistävän koulutuksen varhaiskasvatuksen ja vapaan sivistystyön yhteiset menot	39557000	2000000	41557000	41557000	12873282	94	12873282	94	28683717	6	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.30. Valtionosuus ja -avustus yleissivistävän koulutuksen käyttökustannuksiin	704808000	0	704808000	704808000	613848689	22	613848689	22	90959310	78	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.31. Valtionosuus ja -avustus vapaan sivistystyön oppilaitosten käyttökustannuksiin	152433000	9000000	161433000	161433000	140974959	140974959	20458041	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus ja varhaiskasvatus	29.10.51. Valtionavustus yleissivistävän koulutuksen järjestöille	7843000	0	7843000	7843000	7843000	7843000	0	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.01. Valtion ammatillisen koulutuksen toimintamenot	7930000	42000	7972000	7972000	5564436	45	5564436	45	2407563	55	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.21. Ammatillisen koulutuksen yhteiset menot	26737000	0	26737000	26737000	2902109	32	2902109	32	23834890	68	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.30. Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin	774071000	16000000	790071000	790071000	718447520	718447520	71623480	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.33. Nuorten aikuisten osaamisohjelma	5048000	0	5048000	5048000	5000000	5000000	48000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.01. Suomen Akatemian toimintamenot	11605000	84000	11689000	11689000	5405195	97	5405195	97	6283804	3	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.02. Kansallisarkiston toimintamenot	17031000	792000	17823000	17823000	15908091	5	15908091	5	1914908	5	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.03. Kotimaisten kielten keskuksen toimintamenot	1113000	5000	1118000	1118000	580954	33	580954	33	537045	67	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.04. Varastokirjaston toimintamenot	1648000	8000	1656000	1656000	1429032	33	1429032	33	226967	67	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.20. Korkeakoululaitoksen ja tieteen yhteiset menot	142821000	-446000	142375000	142375000	66369097	82	66369097	82	76005902	18	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.22. Tutkimusinfrastruktuurihankkeiden rahoitus	8500000	0	8500000	8500000	723733	4	723733	4	7776266	6	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.50. Valtionrahoitus yliopistojen toimintaan	1767428000	0	1767428000	1767428000	1767428000	1767428000	0	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.51. Suomen Akatemian tutkimusmäärärahat	276665000	7000	276672000	276672000	139005993	1	139005993	1	137666006	9	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.53. Rahapelitoiminnan voittovarat tieteen edistämiseen	106497000	0	106497000	106497000	203493717	88	203493717	88	-96996717	88	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.54. Strateginen tutkimusrahoitus	54379000	0	54379000	54379000	31748612	05	31748612	05	22630387	95	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.55. Valtionrahoitus ammattikorkeakoulujen toimintaan	826250000	0	826250000	826250000	823341000	823341000	2909000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.66. Rahoitusosuudet kansainvälisille järjestöille	19845000	0	19845000	19845000	18105780	3	18105780	3	1739219	7	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.86. Valtion rahoitus ammattikorkeakoulujen pääomaan	24000000	0	24000000	24000000	0	0	24000000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.89. Valtion rahoitus yliopistojen pääomasijoituksiin	46000000	0	46000000	46000000	0	0	46000000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.01. Opintotuen muutoksenhakulautakunnan toimintamenot	613000	6000	619000	619000	510326	68	510326	68	108673	32	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.52. Opintolainojen valtiontakaus	54200000	0	54200000	54200000	24963205	27	24963205	27	29236794	73	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.55. Opintoraha ja asumislisä	449326000	300000	449626000	449626000	273539922	14	273539922	14	176086077	86	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.57. Korkeakouluopiskelijoiden ateriatuki	31456000	0	31456000	31456000	19062928	22	19062928	22	12393071	78	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.59. Lukiokoulutuksen ja ammatillisen koulutuksen opiskelijoiden koulumatkatuki	53300000	0	53300000	53300000	30211877	06	30211877	06	23088122	94	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.01. Taiteen edistämiskeskuksen toimintamenot	3966000	29000	3995000	3995000	3256656	12	3256656	12	738343	88	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.03. Suomenlinnan hoitokunnan toimintamenot	2277000	13000	2290000	2290000	4377853	1	4377853	1	-2087853	1	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.04. Museoviraston toimintamenot	19316000	636000	19952000	19952000	19219989	09	19219989	09	732010	91	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.05. Näkövammaisten kirjaston toimintamenot	4866000	23000	4889000	4889000	3281441	95	3281441	95	1607558	5	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.06. Kansallisen audiovisuaalisen instituutin toimintamenot	5969000	42000	6011000	6011000	4955431	63	4955431	63	1055568	37	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.16. Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet	18960000	0	18960000	18960000	15039899	16	15039899	16	3920100	84	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.20. Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset	15686000	0	15686000	15686000	14515633	8	14515633	8	1170366	2	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.30. Valtionavustukset yleisten kirjastojen toimintaan	3700000	0	3700000	3700000	3700000	3700000	0	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.31. Valtionosuus ja -avustus teattereiden orkestereiden ja museoiden käyttökustannuksiin	48565000	717000	49282000	49282000	39386177	39386177	9895823	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.35. Valtionavustus Suomen itsenäisyyden 100-vuotisjuhlavuoden merkkihankkeen perustamiskustannuksiin	8000000	0	8000000	8000000	8000000	8000000	0	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.40. Korvaus Suomenlinnan huoltoliikenteen käyttötappioon	252000	0	252000	252000	219648	219648	32352	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.41. Eräät käyttöoikeuskorvaukset	26648000	0	26648000	26648000	26419461	72	26419461	72	228538	28	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.50. Eräät avustukset	7880000	0	7880000	7880000	7434145	74	7434145	74	445854	26	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.51. Apurahat taiteilijoille kirjailijoille ja kääntäjille	14615000	0	14615000	14615000	14336589	68	14336589	68	278410	32	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.52. Rahapelitoiminnan voittovarat taiteen edistämiseen	238294000	600000	238894000	238894000	234580414	09	234580414	09	4313585	91	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.53. Valtionavustus tilakustannuksiin	27381000	-717000	26664000	26664000	26175560	26175560	488440	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.55. Digitaalisen kulttuuriperinnön saatavuus ja säilyttäminen	1950000	0	1950000	1950000	0	0	1950000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.72. Kansallisgallerian kokoelman kartuttaminen	739000	0	739000	739000	0	0	739000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.75. Toimitilojen ja kiinteistövarallisuuden perusparannukset ja kunnossapito	3688000	0	3688000	3688000	2139448	75	2139448	75	1548551	25	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.95. Kulttuuriympäristön suojelusta aiheutuvat menot	50000	0	50000	50000	0	0	50000	
2018	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.96. Lahjoitus Suomalais-virolaisen kulttuurisäätiön pääomaan	6000000	1000000	7000000	7000000	7000000	7000000	0	
