Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä	
2014	33. Sosiaali- ja terveysministeriön hallinnonala	33.80. Maatalousyrittäjien ja turkistuottajien lomitustoiminta	33.80.40. Valtion korvaus maatalousyrittäjien lomituspalvelujen kustannuksiin	206000000	0	206000000	206000000	181842525	71	181842525	71	24157474	29	
2014	33. Sosiaali- ja terveysministeriön hallinnonala	33.80. Maatalousyrittäjien ja turkistuottajien lomitustoiminta	33.80.41. Valtion korvaus turkistuottajien lomituspalvelujen kustannuksiin	1700000	0	1700000	1700000	1700000	1700000	0	
2014	33. Sosiaali- ja terveysministeriön hallinnonala	33.80. Maatalousyrittäjien ja turkistuottajien lomitustoiminta	33.80.42. Valtion korvaus poronhoitajien sijaisavun kustannuksiin	300000	0	300000	300000	300000	300000	0	
2014	33. Sosiaali- ja terveysministeriön hallinnonala	33.80. Maatalousyrittäjien ja turkistuottajien lomitustoiminta	33.80.50. Valtion korvaus maatalousyrittäjien ja turkistuottajien lomituspalvelujen hallintomenoihin	17040000	0	17040000	17040000	17039705	28	17039705	28	294	72	
2014	33. Sosiaali- ja terveysministeriön hallinnonala	33.90. Raha-automaattiyhdistyksen avustukset	33.90.50. Avustukset yhteisöille ja säätiöille terveyden ja sosiaalisen hyvinvoinnin edistämiseen	308000000	0	308000000	308000000	308000000	308000000	0	
2014	35. Ympäristöministeriön hallinnonala	35.01. Ympäristöhallinnon toimintamenot	35.01.01. Ympäristöministeriön toimintamenot	37008000	0	37008000	37008000	37008000	37008000	0	
2014	35. Ympäristöministeriön hallinnonala	35.01. Ympäristöhallinnon toimintamenot	35.01.04. Suomen ympäristökeskuksen toimintamenot	30655000	0	30655000	30655000	30655000	30655000	0	
2014	35. Ympäristöministeriön hallinnonala	35.01. Ympäristöhallinnon toimintamenot	35.01.21. Ympäristöministeriön hallinnonalan tuottavuusmääräraha	1490000	0	1490000	1490000	1490000	1490000	0	
2014	35. Ympäristöministeriön hallinnonala	35.01. Ympäristöhallinnon toimintamenot	35.01.29. Ympäristöministeriön hallinnonalan arvonlisäveromenot	7600000	0	7600000	7600000	9049043	02	9049043	02	-1449043	2	
2014	35. Ympäristöministeriön hallinnonala	35.01. Ympäristöhallinnon toimintamenot	35.01.65. Avustukset järjestöille ja ympäristönhoitoon	2160000	0	2160000	2160000	2160000	2160000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.20. Ympäristövahinkojen torjunta	5200000	15000000	20200000	20200000	10893038	48	10893038	48	9306961	52	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.21. Eräät luonnonsuojelun menot	2840000	0	2840000	2840000	2840000	2840000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.22. Eräät ympäristömenot	17160000	0	17160000	17160000	17160000	17160000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.52. Metsähallituksen julkiset hallintotehtävät	29555000	5067000	34622000	34622000	34622000	34622000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.60. Siirto öljysuojarahastoon	3000000	0	3000000	3000000	3000000	3000000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.61. Ympäristönsuojelun edistäminen	12342000	0	12342000	12342000	12342000	12342000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.63. Luonnonsuojelualueiden hankinta- ja korvausmenot	53530000	0	53530000	53530000	53530000	53530000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.64. EU:n ympäristörahaston osallistuminen ympäristö- ja luonnonsuojeluhankkeisiin	3000000	0	3000000	3000000	3000000	3000000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.65. Öljyjätemaksulla rahoitettava öljyjätehuolto	1000000	0	1000000	1000000	1000000	1000000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.66. Kansainvälisen yhteistyön jäsenmaksut ja rahoitusosuudet	1324000	0	1324000	1324000	1324000	1324000	0	
2014	35. Ympäristöministeriön hallinnonala	35.10. Ympäristön- ja luonnonsuojelu	35.10.70. Alusinvestoinnit	13500000	0	13500000	13500000	13500000	13500000	0	
2014	35. Ympäristöministeriön hallinnonala	35.20. Yhdyskunnat rakentaminen ja asuminen	35.20.01. Asumisen rahoitus- ja kehittämiskeskuksen toimintamenot	5019000	0	5019000	5019000	5019000	5019000	0	
2014	35. Ympäristöministeriön hallinnonala	35.20. Yhdyskunnat rakentaminen ja asuminen	35.20.37. Avustukset kaavoitukseen ja maankäytön ohjaukseen	500000	0	500000	500000	500000	500000	0	
2014	35. Ympäristöministeriön hallinnonala	35.20. Yhdyskunnat rakentaminen ja asuminen	35.20.55. Avustukset korjaustoimintaan	43000000	0	43000000	43000000	43000000	43000000	0	
2014	35. Ympäristöministeriön hallinnonala	35.20. Yhdyskunnat rakentaminen ja asuminen	35.20.64. Avustukset rakennusperinnön hoitoon	1350000	0	1350000	1350000	1350000	1350000	0	
2014	36. Valtionvelan korot	36.01. Valtionvelan korko	36.01.90. Valtionvelan korko	1775000000	-76000000	1699000000	1699000000	1696226643	06	1696226643	06	2773356	94	
2014	36. Valtionvelan korot	36.09. Muut menot valtionvelasta	36.09.20. Palkkiot ja muut menot valtionvelasta	38600000	0	38600000	38600000	17027907	32	17027907	32	21572092	68	
2015	21. Eduskunta	21.01. Kansanedustajat	21.01.01. Kansanedustajien toimintamenot	21866000	0	21866000	21866000	21386726	58	21386726	58	479273	42	
2015	21. Eduskunta	21.10. Eduskunnan kanslia	21.10.01. Eduskunnan kanslian toimintamenot	55940000	0	55940000	55940000	55784797	64	55784797	64	155202	36	
2015	21. Eduskunta	21.10. Eduskunnan kanslia	21.10.02. Peruskorjaukseen liittyvät toimintamenot	7087000	0	7087000	7087000	9132761	03	9132761	03	-2045761	3	
2015	21. Eduskunta	21.10. Eduskunnan kanslia	21.10.29. Arvonlisäveromenot	13600000	0	13600000	13600000	12756491	18	12756491	18	843508	82	
2015	21. Eduskunta	21.10. Eduskunnan kanslia	21.10.70. Tietohallinnon laitehankinnat ja kehittämishankkeet	4000000	0	4000000	4000000	4000000	4000000	0	
2015	21. Eduskunta	21.10. Eduskunnan kanslia	21.10.74. Eduskunnan rakennusten peruskorjaukset	32000000	10000000	42000000	42000000	42000000	42000000	0	
2015	21. Eduskunta	21.20. Eduskunnan oikeusasiamies	21.20.01. Eduskunnan oikeusasiamiehen kanslian toimintamenot	6214000	0	6214000	6214000	6051397	29	6051397	29	162602	71	
2015	21. Eduskunta	21.30. Ulkopoliittinen instituutti	21.30.01. Ulkopoliittisen instituutin toimintamenot	3383000	0	3383000	3383000	3383000	3383000	0	
2015	21. Eduskunta	21.30. Ulkopoliittinen instituutti	21.30.29. Arvonlisäveromenot	185000	0	185000	185000	201299	77	201299	77	-16299	77	
2015	21. Eduskunta	21.40. Valtiontalouden tarkastusvirasto	21.40.01. Valtiontalouden tarkastusviraston toimintamenot	15307000	0	15307000	15307000	15307000	15307000	0	
2015	21. Eduskunta	21.40. Valtiontalouden tarkastusvirasto	21.40.29. Arvonlisäveromenot	582000	0	582000	582000	632001	62	632001	62	-50001	62	
2015	21. Eduskunta	21.90. Eduskunnan muut menot	21.90.50. Eduskuntaryhmien ryhmäkanslioiden tukeminen	4005000	0	4005000	4005000	4001094	81	4001094	81	3905	19	
2015	22. Tasavallan presidentti	22.01. Tasavallan presidentti	22.01.01. Tasavallan presidentin palkkio	126000	0	126000	126000	126000	126000	0	
2015	22. Tasavallan presidentti	22.01. Tasavallan presidentti	22.01.02. Tasavallan presidentin toimintamenot	199000	0	199000	199000	199000	199000	0	
2015	22. Tasavallan presidentti	22.01. Tasavallan presidentti	22.01.20. Vierailuista ja kokousmatkoista aiheutuvat menot	2550000	0	2550000	2550000	1114167	55	1114167	55	1435832	45	
2015	22. Tasavallan presidentti	22.02. Tasavallan presidentin kanslia	22.02.01. Tasavallan presidentin kanslian toimintamenot	8175000	0	8175000	8175000	8175000	8175000	0	
2015	22. Tasavallan presidentti	22.02. Tasavallan presidentin kanslia	22.02.02. Eläkkeellä olevien presidenttien menot	600000	0	600000	600000	600000	600000	0	
2015	22. Tasavallan presidentti	22.02. Tasavallan presidentin kanslia	22.02.29. Arvonlisäveromenot	2500000	0	2500000	2500000	1187927	45	1187927	45	1312072	55	
2015	22. Tasavallan presidentti	22.02. Tasavallan presidentin kanslia	22.02.75. Perusparannukset	5000000	0	5000000	5000000	5000000	5000000	0	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.01. Valtioneuvoston kanslian toimintamenot	114712000	-145000	114567000	114567000	114567000	114567000	0	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.02. Ministereiden heidän valtiosihteeriensä ja erityisavustajiensa palkkaukset	6744000	0	6744000	6744000	5394240	84	5394240	84	1349759	16	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.03. Euroopan unionin kansallisten asiantuntijoiden palkkamenot	1000000	0	1000000	1000000	1000000	1000000	0	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.20. Pääministerin ja hänen avustajiensa matkat	867000	0	867000	867000	278534	37	278534	37	588465	63	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.22. Valtioneuvoston selvitys- ja tutkimustoiminta	6400000	0	6400000	6400000	6400000	6400000	0	
2015	23. Valtioneuvoston kanslia	23.01. Hallinto	23.01.29. Arvonlisäveromenot	16698000	302000	17000000	17000000	15567573	54	15567573	54	1432426	46	
2015	23. Valtioneuvoston kanslia	23.10. Omistajaohjaus	23.10.88. Osakehankinnat	1700000	0	1700000	1700000	1700000	1700000	0	
2015	23. Valtioneuvoston kanslia	23.20. Poliittisen toiminnan avustaminen	23.20.50. Puoluetoiminnan tukeminen	32000000	0	32000000	32000000	32000000	32000000	0	
2015	23. Valtioneuvoston kanslia	23.30. Oikeuskanslerinvirasto	23.30.01. Oikeuskanslerinviraston toimintamenot	3699000	0	3699000	3699000	3699000	3699000	0	
2015	23. Valtioneuvoston kanslia	23.90. Muut menot	23.90.21. Kunniamerkit	640000	0	640000	640000	691013	3	691013	3	-51013	3	
2015	23. Valtioneuvoston kanslia	23.90. Muut menot	23.90.26. Suomi 100	2000000	0	2000000	2000000	2000000	2000000	0	
2015	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.01. Ulkoasiainhallinnon toimintamenot	233201000	878000	234079000	234079000	234079000	234079000	0	
2015	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.21. Ulkoasiainministeriön hallinnonalan tuottavuusmääräraha	1155000	0	1155000	1155000	1155000	1155000	0	
2015	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.29. Ulkoasiainministeriön hallinnonalan arvonlisäveromenot	12318000	6000000	18318000	18318000	16298727	58	16298727	58	2019272	42	
2015	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.74. Talonrakennukset	4000000	0	4000000	4000000	4000000	4000000	0	
2015	24. Ulkoministeriön hallinnonala	24.10. Kriisinhallinta	24.10.20. Suomalaisten kriisinhallintajoukkojen ylläpitomenot	52780000	5847000	58627000	58627000	49205990	81	49205990	81	9421009	19	
2015	24. Ulkoministeriön hallinnonala	24.10. Kriisinhallinta	24.10.21. Siviilihenkilöstön osallistuminen kriisinhallintaan	15360000	0	15360000	15360000	15236225	2	15236225	2	123774	8	
2015	24. Ulkoministeriön hallinnonala	24.30. Kansainvälinen kehitysyhteistyö	24.30.66. Varsinainen kehitysyhteistyö	798422000	4160000	802582000	802582000	802582000	802582000	0	
2015	24. Ulkoministeriön hallinnonala	24.30. Kansainvälinen kehitysyhteistyö	24.30.88. Finnfundin (Teollisen yhteistyön rahasto Oy) pääoman korottaminen	10000000	0	10000000	10000000	10000000	10000000	0	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.50. Eräät valtionavut	1650000	0	1650000	1650000	1642879	77	1642879	77	7120	23	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.51. Hädänalaisten avustaminen	45000	0	45000	45000	33680	17	33680	17	11319	83	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.66. Eräät jäsenmaksut ja rahoitusosuudet	79455000	-5000000	74455000	74455000	74455000	74455000	0	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.67. Kansainvälisen ilmastosopimuksen alaisen yhteistyön menot	100000	0	100000	100000	100000	100000	0	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.68. Itämeren Barentsin ja arktisen alueen yhteistyö	2100000	0	2100000	2100000	2100000	2100000	0	
2015	24. Ulkoministeriön hallinnonala	24.90. Ulkoasiainministeriön hallinnonalan muut menot	24.90.95. Kurssivaihtelut	1000000	0	1000000	1000000	-394816	89	-394816	89	1394816	89	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.01. Oikeusministeriön toimintamenot	22775000	-100000	22675000	22675000	22675000	22675000	0	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.03. Oikeusministeriön yhteydessä toimivien viranomaisten toimintamenot	6733000	0	6733000	6733000	6733000	6733000	0	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.04. Tutkimus ja kehittäminen	628000	0	628000	628000	628000	628000	0	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.05. Oikeusrekisterikeskuksen toimintamenot	3359000	100000	3459000	3459000	3459000	3459000	0	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.20. Erityismenot	11191000	0	11191000	11191000	10923142	34	10923142	34	267857	66	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.21. Oikeusministeriön hallinnonalan tuottavuusmääräraha	295000	0	295000	295000	295000	295000	0	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.29. Oikeusministeriön hallinnonalan arvonlisäveromenot	57309000	0	57309000	57309000	57201734	59	57201734	59	107265	41	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.50. Avustukset	4406000	0	4406000	4406000	4397245	37	4397245	37	8754	63	
2015	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja hallinto	25.01.51. Eräät valtion maksamat korvaukset	18160000	0	18160000	18160000	18762107	26	18762107	26	-602107	26	
2015	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuimet ja oikeusapu	25.10.01. Korkeimman oikeuden toimintamenot	9009000	0	9009000	9009000	9009000	9009000	0	
2015	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuimet ja oikeusapu	25.10.02. Korkeimman hallinto-oikeuden toimintamenot	10909000	0	10909000	10909000	10909000	10909000	0	
2015	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuimet ja oikeusapu	25.10.03. Muiden tuomioistuinten toimintamenot	247710000	266000	247976000	247976000	247976000	247976000	0	
2015	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuimet ja oikeusapu	25.10.04. Oikeusaputoimistojen ja kuluttajariitalautakunnan toimintamenot	60076000	0	60076000	60076000	60076000	60076000	0	
2015	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuimet ja oikeusapu	25.10.50. Yksityisille oikeusavustajille maksettavat korvaukset	45020000	23100000	68120000	68120000	65109777	17	65109777	17	3010222	83	
2015	25. Oikeusministeriön hallinnonala	25.20. Maksuhäiriöt ulosotto ja konkurssivalvonta	25.20.01. Ulosottolaitoksen ja konkurssivalvonnan toimintamenot	103723000	0	103723000	103723000	103723000	103723000	0	
2015	25. Oikeusministeriön hallinnonala	25.30. Syyttäjät	25.30.01. Syyttäjälaitoksen toimintamenot	46223000	0	46223000	46223000	46223000	46223000	0	
2015	25. Oikeusministeriön hallinnonala	25.40. Rangaistusten täytäntöönpano	25.40.01. Rikosseuraamuslaitoksen toimintamenot	228946000	-25000	228921000	228921000	228921000	228921000	0	
2015	25. Oikeusministeriön hallinnonala	25.40. Rangaistusten täytäntöönpano	25.40.74. Avolaitostyöt	5400000	0	5400000	5400000	5400000	5400000	0	
2015	25. Oikeusministeriön hallinnonala	25.50. Vaalimenot	25.50.20. Vaalimenot	17899000	0	17899000	17899000	17589800	8	17589800	8	309199	2	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.01. Sisäministeriön toimintamenot	16409000	-191000	16218000	16218000	16218000	16218000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.03. Hallinnon tietotekniikkakeskuksen toimintamenot	22000	0	22000	22000	22000	22000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.20. Tietohallinnon yhteiset menot	8917000	0	8917000	8917000	8917000	8917000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.22. EU:n osuus yhteisvastuun ja maahanmuuttovirtojen hallintaan	4603000	0	4603000	4603000	4603000	4603000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.23. Siviilikriisinhallinnan kotimaan valmiudet	1739000	0	1739000	1739000	1739000	1739000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.24. EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan	6288000	8000000	14288000	14288000	14288000	14288000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.29. Sisäministeriön hallinnonalan arvonlisäveromenot	60529000	0	60529000	60529000	80393631	96	80393631	96	-19864631	96	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.50. Eräät avustukset	248000	0	248000	248000	248000	248000	0	
2015	26. Sisäministeriön hallinnonala	26.01. Hallinto	26.01.66. Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille	1017000	0	1017000	1017000	802484	08	802484	08	214515	92	
2015	26. Sisäministeriön hallinnonala	26.10. Poliisitoimi	26.10.01. Poliisitoimen toimintamenot	734180000	2136000	736316000	736316000	736316000	736316000	0	
2015	26. Sisäministeriön hallinnonala	26.10. Poliisitoimi	26.10.20. Maasta poistamis- ja noutokuljetuksista aiheutuvat menot	3800000	0	3800000	3800000	7470736	55	7470736	55	-3670736	55	
2015	26. Sisäministeriön hallinnonala	26.10. Poliisitoimi	26.10.21. KEJO-hankkeen yhteiset toimintamenot	4000000	-4000000	0	0	0	0	0	
2015	26. Sisäministeriön hallinnonala	26.20. Rajavartiolaitos	26.20.01. Rajavartiolaitoksen toimintamenot	229813000	1900000	231713000	231713000	231713000	231713000	0	
2015	26. Sisäministeriön hallinnonala	26.20. Rajavartiolaitos	26.20.70. Ilma- ja vartioalusten hankinta	12310000	18077000	30387000	30387000	30387000	30387000	0	
2015	26. Sisäministeriön hallinnonala	26.30. Pelastustoimi ja hätäkeskustoiminta	26.30.01. Pelastustoimen toimintamenot	14398000	-800000	13598000	13598000	13598000	13598000	0	
2015	26. Sisäministeriön hallinnonala	26.30. Pelastustoimi ja hätäkeskustoiminta	26.30.02. Hätäkeskuslaitoksen toimintamenot	55590000	1164000	56754000	56754000	56754000	56754000	0	
2015	26. Sisäministeriön hallinnonala	26.30. Pelastustoimi ja hätäkeskustoiminta	26.30.20. Erityismenot	2406000	0	2406000	2406000	2317271	77	2317271	77	88728	23	
2015	26. Sisäministeriön hallinnonala	26.30. Pelastustoimi ja hätäkeskustoiminta	26.30.43. Turvallisuusviranomaisten viestintäverkot	8100000	0	8100000	8100000	8100000	8100000	0	
2015	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.01. Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot	26355000	3549000	29904000	29904000	29904000	29904000	0	
2015	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.20. Paluumuuttajien muuttovalmennus	876000	0	876000	876000	548239	56	548239	56	327760	44	
2015	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.21. Pakolaisten ja turvapaikanhakijoiden vastaanotto	25852000	59892000	85744000	85744000	124910232	38	124910232	38	-39166232	38	
2015	26. Sisäministeriön hallinnonala	26.40. Maahanmuutto	26.40.63. Vastaanottotoiminnan asiakkaille maksettavat tuet	8584000	13106000	21690000	21690000	28023690	4	28023690	4	-6333690	4	
2015	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.01. Puolustusministeriön toimintamenot	16245000	-23000	16222000	16222000	16222000	16222000	0	
2015	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.21. Puolustusministeriön hallinnonalan tuottavuusmääräraha	2875000	0	2875000	2875000	2875000	2875000	0	
2015	27. Puolustusministeriön hallinnonala	27.01. Puolustuspolitiikka ja hallinto	27.01.29. Puolustusministeriön hallinnonalan arvonlisäveromenot	335203000	0	335203000	335203000	310740900	6	310740900	6	24462099	4	
2015	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.01. Puolustusvoimien toimintamenot	1843060000	-4120000	1838940000	1838940000	1838940000	1838940000	0	
2015	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.18. Puolustusmateriaalihankinnat	416810000	52753000	469563000	469563000	469563000	469563000	0	
2015	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.19. Hawk Mk 51 -koneiden modifiointi	4000000	0	4000000	4000000	4000000	4000000	0	
2015	27. Puolustusministeriön hallinnonala	27.10. Sotilaallinen maanpuolustus	27.10.50. Maanpuolustusjärjestöjen toiminnan tukeminen	2028000	0	2028000	2028000	2028000	2028000	0	
2015	27. Puolustusministeriön hallinnonala	27.30. Sotilaallinen kriisinhallinta	27.30.20. Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot	38558000	8864000	47422000	47422000	47422000	47422000	0	
2015	27. Puolustusministeriön hallinnonala	27.30. Sotilaallinen kriisinhallinta	27.30.95. Kurssivaihtelut	10000	0	10000	10000	-134671	36	-134671	36	144671	36	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.01. Valtiovarainministeriön toimintamenot	29939000	2495000	32434000	32434000	32434000	32434000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.13. Julkisen hallinnon yhteisten tietojärjestelmien ja -palvelujen käyttöönottojen tuki	1844000	0	1844000	1844000	1844000	1844000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.20. Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus	315000	800000	1115000	1115000	1115000	1115000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.21. Valtiovarainministeriön hallinnonalan tuottavuusmääräraha	400000	-400000	0	0	0	0	0	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.29. Valtiovarainministeriön hallinnonalan arvonlisäveromenot	102925000	0	102925000	102925000	98657325	08	98657325	08	4267674	92	
2015	28. Valtiovarainministeriön hallinnonala	28.01. Hallinto	28.01.69. Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle	27000000	0	27000000	27000000	0	0	27000000	
2015	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.01. Verohallinnon toimintamenot	410566000	2500000	413066000	413066000	413066000	413066000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.02. Tullin toimintamenot	164003000	6773000	170776000	170776000	170776000	170776000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.63. Takaisin maksetut verot	3200000	1200000	4400000	4400000	3399068	26	3399068	26	1000931	74	
2015	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.95. Verotukseen liittyvät korkomenot	22700000	0	22700000	22700000	22286862	78	22286862	78	413137	22	
2015	28. Valtiovarainministeriön hallinnonala	28.10. Verotus ja tulli	28.10.97. Autoveron vientipalautus	3000000	0	3000000	3000000	2051258	05	2051258	05	948741	95	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.01. Valtiokonttorin toimintamenot	28089000	0	28089000	28089000	28089000	28089000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.02. Keskitettyjen valuuttatilien kurssierot	1000	0	1000	1000	6498	98	6498	98	-5498	98	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.03. Valtiovarain controller -toiminnon toimintamenot	1057000	0	1057000	1057000	1057000	1057000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.06. Sähköisen asioinnin ja hallinnon yhteiset palvelut	3804000	0	3804000	3804000	3804000	3804000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.07. Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot	2000000	0	2000000	2000000	1047904	69	1047904	69	952095	31	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.08. Valtion talous- ja henkilöstöhallinnon palvelukeskuksen kehittäminen	4241000	0	4241000	4241000	4241000	4241000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.09. Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot	3000000	0	3000000	3000000	3000000	3000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.20. Palvelut valtioyhteisölle	28.20.10. Valtion tieto- ja viestintätekniikkakeskuksen investointimenot	10000000	0	10000000	10000000	10000000	10000000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.01. Tilastokeskuksen toimintamenot	50356000	0	50356000	50356000	50356000	50356000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.02. Valtion taloudellisen tutkimuskeskuksen toimintamenot	4044000	100000	4144000	4144000	4144000	4144000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.30. Tilastotoimi taloudellinen tutkimus ja rekisterihallinto	28.30.03. Väestörekisterikeskuksen toimintamenot	8314000	-330000	7984000	7984000	7984000	7984000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.01. Aluehallintoviraston toimintamenot	58524000	-25000	58499000	58499000	58499000	58499000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.02. Maistraattien toimintamenot	31092000	1400000	32492000	32492000	32492000	32492000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.40. Valtion alue- ja paikallishallinto	28.40.03. Alue- ja paikallishallinnon tukitoimet	1782000	0	1782000	1782000	1782000	1782000	0	
2015	28. Valtiovarainministeriön hallinnonala	28.50. Eläkkeet ja korvaukset	28.50.15. Eläkkeet	4448533000	0	4448533000	4448533000	4418277947	03	4418277947	03	30255052	97	
